user_id,age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score,screen_time_bin,age_group,screen_to_sleep_ratio,pre_sleep_phone_pct,notif_per_screen_hour,digital_load_hours,stress_fatigue_index,wellness_score,sleep_deficit_hours,is_heavy_user,phone_before_sleep_flag,short_sleeper,high_stress_flag,sedentary_flag,log_daily_screen_time_hours,log_phone_usage_before_sleep_minutes,log_notifications_received_per_day,log_physical_activity_minutes,screen_x_caffeine,presleep_x_stress,activity_x_sleep_quality,screen_time_sq,presleep_phone_sq,notifications_sq,gender_encoded,occ_Doctor,occ_Freelancer,occ_Manager,occ_Researcher,occ_Software Engineer,occ_Student,occ_Teacher
2181,54,Female,Teacher,2.01,40,4.28,8.54,2.44,1,78,48,2.59,2-4h,46-55 ans,0.4696,15.58,23.88,2.677,2.515,7.4,3.72,0,1,1,0,0,1.1019,3.7136,3.8918,4.3694,2.01,97.6,666.12,4.0401,1600,2304,1.0,False,False,False,False,False,False,True
2182,59,Female,Teacher,9.55,28,4.76,3.68,10.0,0,52,120,9.82,> 8h,>55 ans,2.0063,9.8,12.57,10.017,9.91,-5.453,3.24,1,0,1,1,0,2.3561,3.3673,4.7958,3.9703,0.0,280.0,191.36,91.2025,784,14400,1.0,False,False,False,False,False,False,True
2183,29,Female,Doctor,9.57,102,4.29,5.56,10.0,2,91,286,10.0,> 8h,26-35 ans,2.2308,39.63,29.89,11.27,10.0,-2.923,3.71,1,1,1,1,0,2.358,4.6347,5.6595,4.5218,19.14,1020.0,505.96,91.5849,10404,81796,1.0,True,False,False,False,False,False,False
2184,59,Female,Teacher,9.72,110,6.68,2.4,10.0,3,72,210,9.21,> 8h,>55 ans,1.4551,27.45,21.6,11.553,9.605,-6.4,1.32,1,1,0,1,0,2.3721,4.7095,5.3519,4.2905,29.16,1100.0,172.8,94.4784,12100,44100,1.0,False,False,False,False,False,False,True
2185,55,Male,Researcher,3.72,108,6.02,6.54,5.96,3,33,269,5.93,2-4h,46-55 ans,0.6179,29.9,72.31,5.52,5.945,1.13,1.98,0,1,0,0,0,1.5518,4.6913,5.5984,3.5264,11.16,643.68,215.82,13.8384,11664,72361,0.0,False,False,False,True,False,False,False
2186,35,Female,Manager,2.72,65,4.13,7.07,4.38,4,118,57,4.46,2-4h,26-35 ans,0.6586,26.23,20.96,3.803,4.42,4.657,3.87,0,1,1,0,0,1.3137,4.1897,4.0604,4.7791,10.88,284.7,834.26,7.3984,4225,3249,1.0,False,False,True,False,False,False,False
2187,52,Male,Researcher,9.83,10,4.11,5.84,10.0,2,115,40,10.0,> 8h,46-55 ans,2.3917,4.06,4.07,9.997,10.0,-2.243,3.89,1,0,1,1,0,2.3823,2.3979,3.7136,4.7536,19.66,100.0,671.6,96.6289,100,1600,0.0,False,False,False,True,False,False,False
2188,47,Female,Designer,9.89,58,6.62,5.53,10.0,1,23,224,10.0,> 8h,46-55 ans,1.494,14.6,22.65,10.857,10.0,-4.087,1.38,1,1,0,1,1,2.3878,4.0775,5.4161,3.1781,9.89,580.0,127.19,97.8121,3364,50176,1.0,False,False,False,False,False,False,False
2189,41,Male,Designer,1.71,94,6.75,7.94,2.91,1,4,229,2.18,< 2h,36-45 ans,0.2533,23.21,133.92,3.277,2.545,5.097,1.25,0,1,0,0,1,0.9969,4.5539,5.4381,1.6094,1.71,273.54,31.76,2.9241,8836,52441,0.0,False,False,False,False,False,False,False
2190,59,Female,Manager,7.77,3,4.19,6.61,8.25,2,90,25,9.02,6-8h,>55 ans,1.8544,1.19,3.22,7.82,8.635,-0.14,3.81,1,0,1,1,0,2.1713,1.3863,3.2581,4.5109,15.54,24.75,594.9,60.3729,9,625,1.0,False,False,True,False,False,False,False
2191,47,Female,Software Engineer,3.6,92,7.35,6.17,5.96,0,62,183,6.67,2-4h,46-55 ans,0.4898,20.86,50.83,5.133,6.315,1.243,0.65,0,1,0,0,0,1.5261,4.5326,5.2149,4.1431,0.0,548.32,382.54,12.96,8464,33489,1.0,False,False,False,False,True,False,False
2192,31,Female,Designer,9.18,53,4.63,3.86,10.0,1,24,82,10.0,> 8h,26-35 ans,1.9827,19.08,8.93,10.063,10.0,-5.74,3.37,1,1,1,1,1,2.3204,3.989,4.4188,3.2189,9.18,530.0,92.64,84.2724,2809,6724,1.0,False,False,False,False,False,False,False
2193,23,Female,Freelancer,1.8,113,6.47,4.9,5.75,2,117,115,6.01,< 2h,≤25 ans,0.2782,29.11,63.89,3.683,5.88,1.1,1.53,0,1,0,0,0,1.0296,4.7362,4.7536,4.7707,3.6,649.75,573.3,3.24,12769,13225,1.0,False,True,False,False,False,False,False
2194,20,Female,Teacher,9.0,66,4.79,3.59,10.0,3,92,149,9.17,> 8h,≤25 ans,1.8789,22.96,16.56,10.1,9.585,-4.877,3.21,1,1,1,1,0,2.3026,4.2047,5.0106,4.5326,27.0,660.0,330.28,81.0,4356,22201,1.0,False,False,False,False,False,False,True
2195,33,Male,Freelancer,1.09,1,4.2,8.6,2.07,4,95,202,3.02,< 2h,26-35 ans,0.2595,0.4,185.32,1.107,2.545,8.113,3.8,0,0,1,0,0,0.7372,0.6931,5.3132,4.5643,4.36,2.07,817.0,1.1881,1,40804,0.0,False,True,False,False,False,False,False
2196,24,Male,Manager,5.7,107,5.06,5.76,7.9,4,61,160,7.61,4-6h,≤25 ans,1.1265,35.24,28.07,7.483,7.755,-1.123,2.94,0,1,1,1,0,1.9021,4.6821,5.0814,4.1271,22.8,845.3,351.36,32.49,11449,25600,0.0,False,False,True,False,False,False,False
2197,31,Female,Student,4.02,99,6.32,5.08,6.78,4,113,287,8.02,4-6h,26-35 ans,0.6361,26.11,71.39,5.67,7.4,0.183,1.68,0,1,0,0,0,1.6134,4.6052,5.663,4.7362,16.08,671.22,574.04,16.1604,9801,82369,1.0,False,False,False,False,False,True,False
2198,26,Male,Researcher,4.85,77,7.72,5.58,8.74,0,81,137,7.76,4-6h,26-35 ans,0.6282,16.62,28.25,6.133,8.25,-1.81,0.28,0,1,0,1,0,1.7664,4.3567,4.9273,4.4067,0.0,672.98,451.98,23.5225,5929,18769,0.0,False,False,False,True,False,False,False
2199,32,Male,Software Engineer,4.9,47,5.33,7.8,4.33,4,71,214,6.05,4-6h,26-35 ans,0.9193,14.7,43.67,5.683,5.19,4.653,2.67,0,1,1,0,0,1.775,3.8712,5.3706,4.2767,19.6,203.51,553.8,24.01,2209,45796,0.0,False,False,False,False,True,False,False
2200,38,Female,Student,6.88,116,7.43,3.61,10.0,3,62,268,10.0,6-8h,36-45 ans,0.926,26.02,38.95,8.813,10.0,-5.357,0.57,1,1,0,1,0,2.0643,4.7622,5.5947,4.1431,20.64,1160.0,223.82,47.3344,13456,71824,1.0,False,False,False,False,False,True,False
2201,52,Male,Freelancer,1.21,67,8.31,7.16,5.15,1,19,112,4.76,< 2h,46-55 ans,0.1456,13.44,92.56,2.327,4.955,2.327,0.0,0,1,0,0,1,0.793,4.2195,4.7274,2.9957,1.21,345.05,136.04,1.4641,4489,12544,0.0,False,True,False,False,False,False,False
2202,19,Male,Teacher,7.22,43,5.35,7.45,7.76,4,93,203,7.22,6-8h,≤25 ans,1.3495,13.4,28.12,7.937,7.49,1.24,2.65,1,1,1,1,0,2.1066,3.7842,5.3181,4.5433,28.88,333.68,692.85,52.1284,1849,41209,0.0,False,False,False,False,False,False,True
2203,44,Male,Freelancer,1.2,61,6.61,10.0,2.02,2,47,105,1.71,< 2h,36-45 ans,0.1815,15.38,87.5,2.217,1.865,8.763,1.39,0,1,0,0,0,0.7885,4.1271,4.6634,3.8712,2.4,123.22,470.0,1.44,3721,11025,0.0,False,True,False,False,False,False,False
2204,19,Male,Student,2.67,93,6.05,6.98,4.81,0,9,172,4.91,2-4h,≤25 ans,0.4413,25.62,64.42,4.22,4.86,2.32,1.95,0,1,0,0,1,1.3002,4.5433,5.1533,2.3026,0.0,447.33,62.82,7.1289,8649,29584,0.0,False,False,False,False,False,True,False
2205,52,Female,Teacher,6.46,82,4.14,6.23,7.31,0,55,27,7.61,6-8h,46-55 ans,1.5604,33.01,4.18,7.827,7.46,-0.163,3.86,1,1,1,1,0,2.0096,4.4188,3.3322,4.0254,0.0,599.42,342.65,41.7316,6724,729,1.0,False,False,False,False,False,False,True
2206,35,Female,Designer,1.78,18,5.96,9.44,1.68,4,104,64,2.22,< 2h,26-35 ans,0.2987,5.03,35.96,2.08,1.95,9.493,2.04,0,0,1,0,0,1.0225,2.9444,4.1744,4.654,7.12,30.24,981.76,3.1684,324,4096,1.0,False,False,False,False,False,False,False
2207,31,Other,Software Engineer,9.92,43,5.89,4.98,10.0,3,61,160,10.0,> 8h,26-35 ans,1.6842,12.17,16.13,10.637,10.0,-4.003,2.11,1,1,1,1,0,2.3906,3.7842,5.0814,4.1271,29.76,430.0,303.78,98.4064,1849,25600,,False,False,False,False,True,False,False
2208,37,Male,Doctor,8.06,30,7.11,5.04,10.0,0,27,243,9.25,> 8h,36-45 ans,1.1336,7.03,30.15,8.56,9.625,-4.51,0.89,1,0,0,1,1,2.2039,3.434,5.4972,3.3322,0.0,300.0,136.08,64.9636,900,59049,0.0,True,False,False,False,False,False,False
2209,35,Female,Teacher,7.35,61,8.33,5.56,9.41,0,83,147,9.37,6-8h,26-35 ans,0.8824,12.2,20.0,8.367,9.39,-2.467,0.0,1,1,0,1,0,2.1223,4.1271,4.9972,4.4308,0.0,574.01,461.48,54.0225,3721,21609,1.0,False,False,False,False,False,False,True
2210,27,Male,Manager,3.41,14,7.36,8.3,2.91,3,28,161,2.77,2-4h,26-35 ans,0.4633,3.17,47.21,3.643,2.84,5.857,0.64,0,0,0,0,1,1.4839,2.7081,5.0876,3.3673,10.23,40.74,232.4,11.6281,196,25921,0.0,False,False,True,False,False,False,False
2211,42,Female,Manager,1.44,28,5.78,9.29,2.33,0,25,184,4.9,< 2h,36-45 ans,0.2491,8.07,127.78,1.907,3.615,7.377,2.22,0,0,1,0,1,0.892,3.3673,5.2204,3.2581,0.0,65.24,232.25,2.0736,784,33856,1.0,False,False,True,False,False,False,False
2212,19,Female,Designer,9.81,66,6.24,4.13,10.0,3,116,180,8.75,> 8h,≤25 ans,1.5721,17.63,18.35,10.91,9.375,-3.937,1.76,1,1,0,1,0,2.3805,4.2047,5.1985,4.7622,29.43,660.0,479.08,96.2361,4356,32400,1.0,False,False,False,False,False,False,False
2213,42,Female,Manager,2.33,82,8.44,7.78,3.03,0,16,39,5.1,2-4h,36-45 ans,0.2761,16.19,16.74,3.697,4.065,5.017,0.0,0,1,0,0,1,1.203,4.4188,3.6889,2.8332,0.0,248.46,124.48,5.4289,6724,1521,1.0,False,False,True,False,False,False,False
2214,50,Female,Student,8.48,85,7.2,3.83,10.0,0,45,198,9.36,> 8h,46-55 ans,1.1778,19.68,23.35,9.897,9.68,-5.42,0.8,1,1,0,1,0,2.2492,4.4543,5.2933,3.8286,0.0,850.0,172.35,71.9104,7225,39204,1.0,False,False,False,False,False,True,False
2215,53,Male,Designer,2.78,46,5.95,7.2,4.54,1,45,220,3.43,2-4h,46-55 ans,0.4672,12.89,79.14,3.547,3.985,3.41,2.05,0,1,1,0,0,1.3297,3.8501,5.3982,3.8286,2.78,208.84,324.0,7.7284,2116,48400,0.0,False,False,False,False,False,False,False
2216,48,Male,Manager,4.37,83,7.0,7.34,4.54,2,71,45,4.29,4-6h,46-55 ans,0.6243,19.76,10.3,5.753,4.415,3.983,1.0,0,1,0,0,0,1.6808,4.4308,3.8286,4.2767,8.74,376.82,521.14,19.0969,6889,2025,0.0,False,False,True,False,False,False,False
2217,31,Female,Student,7.24,118,7.22,4.33,9.08,0,41,209,10.0,6-8h,26-35 ans,1.0028,27.24,28.87,9.207,9.54,-4.067,0.78,1,1,0,1,0,2.109,4.7791,5.3471,3.7377,0.0,1071.44,177.53,52.4176,13924,43681,1.0,False,False,False,False,False,True,False
2218,18,Male,Student,9.51,6,6.41,4.55,10.0,4,95,52,10.0,> 8h,≤25 ans,1.4836,1.56,5.47,9.61,10.0,-3.867,1.59,1,0,0,1,0,2.3523,1.9459,3.9703,4.5643,38.04,60.0,432.25,90.4401,36,2704,0.0,False,False,False,False,False,True,False
2219,33,Male,Student,1.18,67,8.33,10.0,1.0,1,46,282,1.35,< 2h,26-35 ans,0.1417,13.41,238.98,2.297,1.175,9.767,0.0,0,1,0,0,0,0.7793,4.2195,5.6454,3.8501,1.18,67.0,460.0,1.3924,4489,79524,0.0,False,False,False,False,False,True,False
2220,20,Male,Manager,3.35,1,8.06,10.0,1.72,0,21,199,2.03,2-4h,≤25 ans,0.4156,0.21,59.4,3.367,1.875,8.63,0.0,0,0,0,0,1,1.4702,0.6931,5.2983,3.091,0.0,1.72,210.0,11.2225,1,39601,0.0,False,False,True,False,False,False,False
2221,52,Male,Researcher,7.88,104,6.62,3.12,10.0,3,47,221,10.0,6-8h,46-55 ans,1.1903,26.18,28.05,9.613,10.0,-6.097,1.38,1,1,0,1,0,2.1838,4.654,5.4027,3.8712,23.64,1040.0,146.64,62.0944,10816,48841,0.0,False,False,False,True,False,False,False
2222,58,Female,Student,2.56,70,8.79,7.31,4.34,4,31,239,4.73,2-4h,>55 ans,0.2912,13.27,93.36,3.727,4.535,3.487,0.0,0,1,0,0,0,1.2698,4.2627,5.4806,3.4657,10.24,303.8,226.61,6.5536,4900,57121,1.0,False,False,False,False,False,True,False
2223,23,Female,Freelancer,2.0,21,8.77,10.0,1.54,2,117,273,1.86,< 2h,≤25 ans,0.2281,3.99,136.5,2.35,1.7,10.41,0.0,0,0,0,0,0,1.0986,3.091,5.6131,4.7707,4.0,32.34,1170.0,4.0,441,74529,1.0,False,True,False,False,False,False,False
2224,42,Male,Software Engineer,1.42,100,8.83,6.78,4.93,0,113,280,3.64,< 2h,36-45 ans,0.1608,18.88,197.18,3.087,4.285,3.733,0.0,0,1,0,0,0,0.8838,4.6151,5.6384,4.7362,0.0,493.0,766.14,2.0164,10000,78400,0.0,False,False,False,False,True,False,False
2225,30,Male,Manager,5.52,56,5.1,5.5,10.0,0,99,183,8.67,4-6h,26-35 ans,1.0824,18.3,33.15,6.453,9.335,-2.85,2.9,0,1,1,1,0,1.8749,4.0431,5.2149,4.6052,0.0,560.0,544.5,30.4704,3136,33489,0.0,False,False,True,False,False,False,False
2226,51,Female,Student,7.91,93,4.52,4.66,9.72,2,53,143,9.56,6-8h,46-55 ans,1.75,34.29,18.08,9.46,9.64,-4.177,3.48,1,1,1,1,0,2.1872,4.5433,4.9698,3.989,15.82,903.96,246.98,62.5681,8649,20449,1.0,False,False,False,False,False,True,False
2227,25,Female,Software Engineer,9.66,72,7.1,4.64,9.71,0,78,71,8.15,> 8h,≤25 ans,1.3606,16.9,7.35,10.86,8.93,-3.77,0.9,1,1,0,1,0,2.3665,4.2905,4.2767,4.3694,0.0,699.12,361.92,93.3156,5184,5041,1.0,False,False,False,False,True,False,False
2228,38,Other,Freelancer,3.41,57,7.64,6.35,5.44,3,82,164,4.58,2-4h,36-45 ans,0.4463,12.43,48.09,4.36,5.01,2.277,0.36,0,1,0,0,0,1.4839,4.0604,5.1059,4.4188,10.23,310.08,520.7,11.6281,3249,26896,,False,True,False,False,False,False,False
2229,51,Female,Doctor,2.09,26,5.53,9.38,2.68,3,58,111,3.14,2-4h,46-55 ans,0.3779,7.84,53.11,2.523,2.91,7.667,2.47,0,0,1,0,0,1.1282,3.2958,4.7185,4.0775,6.27,69.68,544.04,4.3681,676,12321,1.0,True,False,False,False,False,False,False
2230,21,Female,Software Engineer,4.62,37,6.69,8.63,4.62,0,16,206,5.31,4-6h,≤25 ans,0.6906,9.22,44.59,5.237,4.965,4.277,1.31,0,1,0,0,1,1.7263,3.6376,5.3327,2.8332,0.0,170.94,138.08,21.3444,1369,42436,1.0,False,False,False,False,True,False,False
2231,42,Female,Manager,1.5,118,7.24,6.44,3.49,2,68,165,3.51,< 2h,36-45 ans,0.2072,27.16,110.0,3.467,3.5,4.083,0.76,0,1,0,0,0,0.9163,4.7791,5.112,4.2341,3.0,411.82,437.92,2.25,13924,27225,1.0,False,False,True,False,False,False,False
2232,32,Female,Manager,3.98,86,6.32,6.07,7.07,0,99,36,6.91,2-4h,26-35 ans,0.6297,22.68,9.05,5.413,6.99,0.65,1.68,0,1,0,1,0,1.6054,4.4659,3.6109,4.6052,0.0,608.02,600.93,15.8404,7396,1296,1.0,False,False,True,False,False,False,False
2233,21,Male,Student,6.79,75,6.71,6.02,7.21,0,37,82,7.79,6-8h,≤25 ans,1.0119,18.63,12.08,8.04,7.5,-0.573,1.29,1,1,0,1,0,2.0528,4.3307,4.4188,3.6376,0.0,540.75,222.74,46.1041,5625,6724,0.0,False,False,False,False,False,True,False
2234,29,Female,Freelancer,2.51,12,4.38,7.96,3.62,1,90,83,3.05,2-4h,26-35 ans,0.5731,4.57,33.07,2.71,3.335,5.84,3.62,0,0,1,0,0,1.2556,2.5649,4.4308,4.5109,2.51,43.44,716.4,6.3001,144,6889,1.0,False,True,False,False,False,False,False
2235,49,Male,Researcher,6.69,96,8.95,2.86,10.0,2,5,58,8.74,6-8h,46-55 ans,0.7475,17.88,8.67,8.29,9.37,-7.057,0.0,1,1,0,1,1,2.0399,4.5747,4.0775,1.7918,13.38,960.0,14.3,44.7561,9216,3364,0.0,False,False,False,True,False,False,False
2236,49,Female,Freelancer,9.75,14,5.89,4.72,10.0,4,116,56,9.88,> 8h,46-55 ans,1.6553,3.96,5.74,9.983,9.94,-3.347,2.11,1,0,1,1,0,2.3749,2.7081,4.0431,4.7622,39.0,140.0,547.52,95.0625,196,3136,1.0,False,True,False,False,False,False,False
2237,45,Female,Freelancer,8.78,79,5.03,4.0,10.0,2,8,57,9.66,> 8h,36-45 ans,1.7455,26.18,6.49,10.097,9.83,-5.867,2.97,1,1,1,1,1,2.2803,4.382,4.0604,2.1972,17.56,790.0,32.0,77.0884,6241,3249,1.0,False,True,False,False,False,False,False
2238,30,Female,Manager,4.21,97,6.4,5.27,8.24,3,65,112,7.26,4-6h,26-35 ans,0.6578,25.26,26.6,5.827,7.75,-1.887,1.6,0,1,0,1,0,1.6506,4.585,4.7274,4.1897,12.63,799.28,342.55,17.7241,9409,12544,1.0,False,False,True,False,False,False,False
2239,48,Male,Doctor,4.79,72,5.59,7.36,5.98,3,103,262,7.36,4-6h,46-55 ans,0.8569,21.47,54.7,5.99,6.67,3.097,2.41,0,1,1,0,0,1.7561,4.2905,5.5722,4.6444,14.37,430.56,758.08,22.9441,5184,68644,0.0,True,False,False,False,False,False,False
2240,31,Female,Freelancer,4.77,105,5.96,5.66,6.66,0,19,195,6.98,4-6h,26-35 ans,0.8003,29.36,40.88,6.52,6.82,-0.683,2.04,0,1,1,0,1,1.7527,4.6634,5.2781,2.9957,0.0,699.3,107.54,22.7529,11025,38025,1.0,False,True,False,False,False,False,False
2241,37,Male,Researcher,8.74,115,6.81,4.81,10.0,0,112,257,8.75,> 8h,36-45 ans,1.2834,28.14,29.41,10.657,9.375,-3.323,1.19,1,1,0,1,0,2.2762,4.7536,5.553,4.7274,0.0,1150.0,538.72,76.3876,13225,66049,0.0,False,False,False,True,False,False,False
2242,35,Male,Designer,9.92,90,5.39,1.46,10.0,3,2,106,10.0,> 8h,26-35 ans,1.8404,27.83,10.69,11.42,10.0,-8.507,2.61,1,1,1,1,1,2.3906,4.5109,4.6728,1.0986,29.76,900.0,2.92,98.4064,8100,11236,0.0,False,False,False,False,False,False,False
2243,46,Male,Software Engineer,8.43,47,7.33,2.64,10.0,2,97,36,9.68,> 8h,46-55 ans,1.1501,10.69,4.27,9.213,9.84,-5.743,0.67,1,1,0,1,0,2.2439,3.8712,3.6109,4.585,16.86,470.0,256.08,71.0649,2209,1296,0.0,False,False,False,False,True,False,False
2244,23,Male,Designer,6.02,14,6.16,7.52,8.8,3,60,171,9.8,6-8h,≤25 ans,0.9773,3.79,28.41,6.253,9.3,-0.28,1.84,1,0,0,1,0,1.9488,2.7081,5.1475,4.1109,18.06,123.2,451.2,36.2404,196,29241,0.0,False,False,False,False,False,False,False
2245,49,Male,Doctor,1.88,98,4.42,5.89,3.35,3,93,141,4.91,< 2h,46-55 ans,0.4253,36.95,75.0,3.513,4.13,4.09,3.58,0,1,1,0,0,1.0578,4.5951,4.9558,4.5433,5.64,328.3,547.77,3.5344,9604,19881,0.0,True,False,False,False,False,False,False
2246,46,Female,Software Engineer,9.59,97,8.43,2.37,10.0,0,25,243,8.34,> 8h,46-55 ans,1.1376,19.18,25.34,11.207,9.17,-7.213,0.0,1,1,0,1,1,2.3599,4.585,5.4972,3.2581,0.0,970.0,59.25,91.9681,9409,59049,1.0,False,False,False,False,True,False,False
2247,19,Female,Student,8.74,39,6.39,3.91,10.0,3,98,52,10.0,> 8h,≤25 ans,1.3678,10.17,5.95,9.39,10.0,-4.457,1.61,1,1,0,1,0,2.2762,3.6889,3.9703,4.5951,26.22,390.0,383.18,76.3876,1521,2704,1.0,False,False,False,False,False,True,False
2248,40,Male,Software Engineer,8.57,29,8.61,7.06,8.13,2,107,228,7.25,> 8h,36-45 ans,0.9954,5.61,26.6,9.053,7.69,0.713,0.0,1,0,0,1,0,2.2586,3.4012,5.4337,4.6821,17.14,235.77,755.42,73.4449,841,51984,0.0,False,False,False,False,True,False,False
2249,36,Male,Student,4.53,111,5.9,6.57,7.42,0,60,77,5.3,4-6h,36-45 ans,0.7678,31.36,17.0,6.38,6.36,0.15,2.1,0,1,1,1,0,1.7102,4.7185,4.3567,4.1109,0.0,823.62,394.2,20.5209,12321,5929,0.0,False,False,False,False,False,True,False
2250,48,Other,Teacher,5.02,22,6.71,5.28,8.77,4,1,56,10.0,4-6h,46-55 ans,0.7481,5.46,11.16,5.387,9.385,-3.473,1.29,0,0,0,1,1,1.7951,3.1355,4.0431,0.6931,20.08,192.94,5.28,25.2004,484,3136,,False,False,False,False,False,False,True
2251,22,Female,Software Engineer,2.08,8,8.37,8.46,2.53,1,94,127,2.46,2-4h,≤25 ans,0.2485,1.59,61.06,2.213,2.495,7.497,0.0,0,0,0,0,0,1.1249,2.1972,4.852,4.5539,2.08,20.24,795.24,4.3264,64,16129,1.0,False,False,False,False,True,False,False
2252,36,Male,Researcher,9.44,31,6.31,4.66,10.0,0,29,289,10.0,> 8h,36-45 ans,1.496,8.19,30.61,9.957,10.0,-4.857,1.69,1,1,0,1,1,2.3456,3.4657,5.6699,3.4012,0.0,310.0,135.14,89.1136,961,83521,0.0,False,False,False,True,False,False,False
2253,51,Female,Software Engineer,9.49,34,7.17,3.38,10.0,0,18,175,9.32,> 8h,46-55 ans,1.3236,7.9,18.44,10.057,9.66,-6.32,0.83,1,1,0,1,1,2.3504,3.5553,5.1705,2.9444,0.0,340.0,60.84,90.0601,1156,30625,1.0,False,False,False,False,True,False,False
2254,27,Female,Researcher,3.29,48,5.24,7.2,3.13,3,92,189,3.22,2-4h,26-35 ans,0.6279,15.27,57.45,4.09,3.175,5.603,2.76,0,1,1,0,0,1.4563,3.8918,5.247,4.5326,9.87,150.24,662.4,10.8241,2304,35721,1.0,False,False,False,True,False,False,False
2255,42,Male,Designer,7.26,95,5.19,3.85,9.93,2,57,57,10.0,6-8h,36-45 ans,1.3988,30.51,7.85,8.843,9.965,-5.13,2.81,1,1,1,1,0,2.1114,4.5643,4.0604,4.0604,14.52,943.35,219.45,52.7076,9025,3249,0.0,False,False,False,False,False,False,False
2256,19,Male,Designer,2.83,44,6.71,9.37,2.15,0,59,142,1.61,2-4h,≤25 ans,0.4218,10.93,50.18,3.563,1.88,8.203,1.29,0,1,0,0,0,1.3429,3.8067,4.9628,4.0943,0.0,94.6,552.83,8.0089,1936,20164,0.0,False,False,False,False,False,False,False
2257,28,Female,Doctor,4.54,15,7.07,7.31,5.72,3,89,233,5.79,4-6h,26-35 ans,0.6421,3.54,51.32,4.79,5.755,3.073,0.93,0,0,0,0,0,1.712,2.7726,5.4553,4.4998,13.62,85.8,650.59,20.6116,225,54289,1.0,True,False,False,False,False,False,False
2258,48,Male,Student,3.72,31,7.28,6.0,6.03,4,22,144,8.9,2-4h,46-55 ans,0.511,7.1,38.71,4.237,7.465,0.337,0.72,0,1,0,0,1,1.5518,3.4657,4.9767,3.1355,14.88,186.93,132.0,13.8384,961,20736,0.0,False,False,False,False,False,True,False
2259,32,Female,Manager,4.51,24,7.84,7.5,5.76,0,52,22,4.92,4-6h,26-35 ans,0.5753,5.1,4.88,4.91,5.34,2.607,0.16,0,0,0,0,0,1.7066,3.2189,3.1355,3.9703,0.0,138.24,390.0,20.3401,576,484,1.0,False,False,True,False,False,False,False
2260,26,Male,Designer,3.78,93,8.61,6.99,6.53,4,86,50,6.32,2-4h,26-35 ans,0.439,18.0,13.23,5.33,6.425,1.893,0.0,0,1,0,0,0,1.5644,4.5433,3.9318,4.4659,15.12,607.29,601.14,14.2884,8649,2500,0.0,False,False,False,False,False,False,False
2261,40,Female,Researcher,4.11,36,5.2,6.6,6.5,2,100,74,8.05,4-6h,36-45 ans,0.7904,11.54,18.0,4.71,7.275,1.767,2.8,0,1,1,0,0,1.6312,3.6109,4.3175,4.6151,8.22,234.0,660.0,16.8921,1296,5476,1.0,False,False,False,True,False,False,False
2262,36,Female,Researcher,8.12,36,7.1,5.86,10.0,0,18,64,9.93,> 8h,36-45 ans,1.1437,8.45,7.88,8.72,9.965,-3.84,0.9,1,1,0,1,1,2.2105,3.6109,4.1744,2.9444,0.0,360.0,105.48,65.9344,1296,4096,1.0,False,False,False,True,False,False,False
2263,26,Male,Freelancer,3.7,34,6.22,7.63,3.86,0,38,132,1.95,2-4h,26-35 ans,0.5949,9.11,35.68,4.267,2.905,4.403,1.78,0,1,0,0,0,1.5476,3.5553,4.8903,3.6636,0.0,131.24,289.94,13.69,1156,17424,0.0,False,True,False,False,False,False,False
2264,52,Female,Doctor,8.33,44,4.45,4.54,9.24,0,95,219,9.06,> 8h,46-55 ans,1.8719,16.48,26.29,9.063,9.15,-3.117,3.55,1,1,1,1,0,2.2332,3.8067,5.3936,4.5643,0.0,406.56,431.3,69.3889,1936,47961,1.0,True,False,False,False,False,False,False
2265,38,Other,Student,6.11,7,6.27,6.53,7.96,2,27,33,5.83,6-8h,36-45 ans,0.9745,1.86,5.4,6.227,6.895,-0.98,1.73,1,0,0,1,1,1.9615,2.0794,3.5264,3.3322,12.22,55.72,176.31,37.3321,49,1089,,False,False,False,False,False,True,False
2266,26,Female,Researcher,8.02,103,7.95,4.16,10.0,1,2,129,9.51,> 8h,26-35 ans,1.0088,21.59,16.08,9.737,9.755,-5.807,0.05,1,1,0,1,1,2.1994,4.6444,4.8675,1.0986,8.02,1030.0,8.32,64.3204,10609,16641,1.0,False,False,False,True,False,False,False
2267,45,Female,Student,9.27,112,4.4,1.0,10.0,1,18,236,10.0,> 8h,36-45 ans,2.1068,42.42,25.46,11.137,10.0,-8.7,3.6,1,1,1,1,1,2.3292,4.7274,5.4681,2.9444,9.27,1120.0,18.0,85.9329,12544,55696,1.0,False,False,False,False,False,True,False
2268,24,Male,Student,2.25,46,7.03,7.94,3.64,3,23,179,2.98,2-4h,≤25 ans,0.3201,10.91,79.56,3.017,3.31,4.683,0.97,0,1,0,0,1,1.1787,3.8501,5.193,3.1781,6.75,167.44,182.62,5.0625,2116,32041,0.0,False,False,False,False,False,True,False
2269,33,Female,Teacher,4.1,35,6.05,8.3,5.54,3,55,276,6.03,4-6h,26-35 ans,0.6777,9.64,67.32,4.683,5.785,3.677,1.95,0,1,0,0,0,1.6292,3.5835,5.624,4.0254,12.3,193.9,456.5,16.81,1225,76176,1.0,False,False,False,False,False,False,True
